Time,Chatroom(Desired),Chatroom(Opened),Message Input,Unique Code(Searched),Chatroom(Found),Status,Reason(FAIL)
2025-07-16 09:11:03,NND alert test 1,NND alert test 1,"MI2 NND(A) #05 FOIL LOT_ID: 7b4dae76ae has NG Rate of 17.55% at 2025-07-16 09:10:55. Total defect count is 97. Surface defect count: 59, Dimension defect count: 38. Please Check!!",8a4c53bf,NND alert test 1,SUCCESS,
2025-07-16 09:16:14,test 7,test 7,"MI2 NND(C) #01 FOIL LOT_ID: 7ee08cb70d has NG Rate of 17.94% at 2025-07-16 09:16:05. Total defect count is 77. Surface defect count: 9, Dimension defect count: 68. Please Check!!",1a0511ce,test 7,SUCCESS,
2025-07-16 09:16:24,test 5,test 5,"MI2 NND(C) #05 NGMARKING LOT_ID: 5f64026bf6 has NG Rate of 3.11% at 2025-07-16 09:16:16. Total defect count is 69. Surface defect count: 40, Dimension defect count: 29. Please Check!!",7a488b30,test 5,SUCCESS,
2025-07-16 09:16:34,test 8,test 8,"MI2 NND(C) #01 NGMARKING LOT_ID: e6b76537a6 has NG Rate of 4.37% at 2025-07-16 09:16:26. Total defect count is 39. Surface defect count: 8, Dimension defect count: 31. Please Check!!",75716586,test 8,SUCCESS,
2025-07-16 09:16:44,NND alert test 1,NND alert test 1,"MI2 NND(C) #02 FOIL LOT_ID: 7c0d29f72a has NG Rate of 19.56% at 2025-07-16 09:16:36. Total defect count is 50. Surface defect count: 33, Dimension defect count: 17. Please Check!!",475ab5e5,NND alert test 1,SUCCESS,
2025-07-16 09:16:54,NND alert test 2,NND alert test 2,"MI2 NND(A) #03 INTEGRATION LOT_ID: 1a43b33208 has NG Rate of 9.98% at 2025-07-16 09:16:46. Total defect count is 29. Surface defect count: 10, Dimension defect count: 19. Please Check!!",49fecddd,NND alert test 2,SUCCESS,
2025-07-16 09:17:05,test 4,test 4,"MI2 NND(C) #01 FOIL LOT_ID: 729aa1c388 has NG Rate of 7.15% at 2025-07-16 09:16:56. Total defect count is 85. Surface defect count: 50, Dimension defect count: 35. Please Check!!",9780b353,test 4,SUCCESS,
2025-07-16 09:17:15,test 8,test 8,"MI2 NND(C) #03 NGMARKING LOT_ID: 2f288cb1f1 has NG Rate of 7.26% at 2025-07-16 09:17:07. Total defect count is 41. Surface defect count: 40, Dimension defect count: 1. Please Check!!",60892eef,test 8,SUCCESS,
2025-07-16 09:17:25,test 9,test 9,"MI2 NND(C) #06 NGMARKING LOT_ID: cf7d6a823d has NG Rate of 11.34% at 2025-07-16 09:17:17. Total defect count is 132. Surface defect count: 71, Dimension defect count: 61. Please Check!!",92c4f9c6,test 9,SUCCESS,
2025-07-16 09:17:35,NND alert test 2,NND alert test 2,"MI2 NND(C) #03 INTEGRATION LOT_ID: be0dd6a178 has NG Rate of 6.71% at 2025-07-16 09:17:27. Total defect count is 44. Surface defect count: 31, Dimension defect count: 13. Please Check!!",cb9314b7,NND alert test 2,SUCCESS,
2025-07-16 09:17:45,test 10,test 10,"MI2 NND(A) #03 INTEGRATION LOT_ID: db9ef9f2a5 has NG Rate of 7.66% at 2025-07-16 09:17:37. Total defect count is 141. Surface defect count: 42, Dimension defect count: 99. Please Check!!",7e3b2076,test 10,SUCCESS,
2025-07-16 09:17:56,test 5,test 5,"MI2 NND(C) #05 NGMARKING LOT_ID: bae67c3c93 has NG Rate of 16.25% at 2025-07-16 09:17:47. Total defect count is 193. Surface defect count: 93, Dimension defect count: 100. Please Check!!",b182bfe2,test 5,SUCCESS,
2025-07-16 09:18:06,test 6,test 6,"MI2 NND(C) #05 NGMARKING LOT_ID: feeb4e6e5a has NG Rate of 19.14% at 2025-07-16 09:17:58. Total defect count is 83. Surface defect count: 60, Dimension defect count: 23. Please Check!!",a094471b,test 6,SUCCESS,
2025-07-16 09:18:16,NND alert test 3,NND alert test 3,"MI2 NND(C) #06 FOIL LOT_ID: d958b27185 has NG Rate of 1.60% at 2025-07-16 09:18:08. Total defect count is 96. Surface defect count: 44, Dimension defect count: 52. Please Check!!",2d64f0b2,NND alert test 3,SUCCESS,
2025-07-16 09:18:26,NND alert test 1,NND alert test 1,"MI2 NND(A) #01 NGMARKING LOT_ID: 82b2bc5b31 has NG Rate of 10.77% at 2025-07-16 09:18:18. Total defect count is 55. Surface defect count: 38, Dimension defect count: 17. Please Check!!",87e5b1f0,NND alert test 1,SUCCESS,
2025-07-16 09:18:36,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #01 NGMARKING LOT_ID: 2ab03c3f0d has NG Rate of 12.13% at 2025-07-16 09:18:28. Total defect count is 152. Surface defect count: 83, Dimension defect count: 69. Please Check!!",2a4844c5,김지희 (Jihee Kim),SUCCESS,
2025-07-16 09:18:47,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #01 INTEGRATION LOT_ID: 92fc7dfe78 has NG Rate of 7.84% at 2025-07-16 09:18:38. Total defect count is 104. Surface defect count: 66, Dimension defect count: 38. Please Check!!",0dfaa810,김지희 (Jihee Kim),SUCCESS,
2025-07-16 09:18:57,test 6,test 6,"MI2 NND(A) #03 FOIL LOT_ID: 3d3371dd97 has NG Rate of 7.59% at 2025-07-16 09:18:49. Total defect count is 98. Surface defect count: 84, Dimension defect count: 14. Please Check!!",8552084a,test 6,SUCCESS,
2025-07-16 09:19:07,NND alert test 2,NND alert test 2,"MI2 NND(A) #01 FOIL LOT_ID: 86d3201d1d has NG Rate of 0.55% at 2025-07-16 09:18:59. Total defect count is 101. Surface defect count: 66, Dimension defect count: 35. Please Check!!",35732490,NND alert test 2,SUCCESS,
2025-07-16 09:19:17,test 5,test 5,"MI2 NND(C) #03 FOIL LOT_ID: 019cf13a6f has NG Rate of 3.53% at 2025-07-16 09:19:09. Total defect count is 142. Surface defect count: 92, Dimension defect count: 50. Please Check!!",57387d25,test 5,SUCCESS,
2025-07-16 09:19:27,NND alert test 1,NND alert test 1,"MI2 NND(C) #06 INTEGRATION LOT_ID: 9ed13676f2 has NG Rate of 6.78% at 2025-07-16 09:19:19. Total defect count is 67. Surface defect count: 23, Dimension defect count: 44. Please Check!!",e505f57e,NND alert test 1,SUCCESS,
2025-07-16 09:19:38,test 9,test 9,"MI2 NND(C) #05 FOIL LOT_ID: 0aaadf46d8 has NG Rate of 2.32% at 2025-07-16 09:19:29. Total defect count is 110. Surface defect count: 100, Dimension defect count: 10. Please Check!!",9649cd1b,test 9,SUCCESS,
2025-07-16 09:19:48,test 10,test 10,"MI2 NND(A) #06 INTEGRATION LOT_ID: f05ee3b599 has NG Rate of 1.81% at 2025-07-16 09:19:40. Total defect count is 56. Surface defect count: 30, Dimension defect count: 26. Please Check!!",e570d0b5,test 10,SUCCESS,
2025-07-16 09:19:58,test 5,test 5,"MI2 NND(A) #03 NGMARKING LOT_ID: 9f3e5f4341 has NG Rate of 3.71% at 2025-07-16 09:19:50. Total defect count is 120. Surface defect count: 96, Dimension defect count: 24. Please Check!!",0f2308dc,test 5,SUCCESS,
2025-07-16 09:20:08,test 10,test 10,"MI2 NND(C) #02 FOIL LOT_ID: cb3d5420cc has NG Rate of 12.90% at 2025-07-16 09:20:00. Total defect count is 74. Surface defect count: 29, Dimension defect count: 45. Please Check!!",184f3aa7,test 10,SUCCESS,
2025-07-16 09:25:18,NND alert test 2,NND alert test 2,"MI2 NND(C) #03 FOIL LOT_ID: 6adac22f97 has NG Rate of 9.54% at 2025-07-16 09:25:10. Total defect count is 146. Surface defect count: 73, Dimension defect count: 73. Please Check!!",cadba3e0,NND alert test 2,SUCCESS,
2025-07-16 09:25:29,test 9,test 9,"MI2 NND(C) #03 NGMARKING LOT_ID: 78c388a648 has NG Rate of 1.02% at 2025-07-16 09:25:21. Total defect count is 50. Surface defect count: 41, Dimension defect count: 9. Please Check!!",805a7c6e,test 9,SUCCESS,
2025-07-16 09:25:39,test 7,test 7,"MI2 NND(C) #02 NGMARKING LOT_ID: 5735bfed7c has NG Rate of 9.53% at 2025-07-16 09:25:31. Total defect count is 94. Surface defect count: 81, Dimension defect count: 13. Please Check!!",9c37d01f,test 7,SUCCESS,
2025-07-16 09:25:49,test 4,test 4,"MI2 NND(A) #01 FOIL LOT_ID: 8eb3c35f5a has NG Rate of 18.24% at 2025-07-16 09:25:41. Total defect count is 79. Surface defect count: 48, Dimension defect count: 31. Please Check!!",403a7cb0,test 4,SUCCESS,
2025-07-16 09:25:59,test 8,test 8,"MI2 NND(A) #02 NGMARKING LOT_ID: 62d83117f3 has NG Rate of 9.34% at 2025-07-16 09:25:51. Total defect count is 92. Surface defect count: 3, Dimension defect count: 89. Please Check!!",02cf5d6d,test 8,SUCCESS,
2025-07-16 09:26:09,test 4,test 4,"MI2 NND(C) #04 NGMARKING LOT_ID: b144998388 has NG Rate of 10.50% at 2025-07-16 09:26:01. Total defect count is 187. Surface defect count: 88, Dimension defect count: 99. Please Check!!",36ed67f4,test 4,SUCCESS,
2025-07-16 09:26:20,test 7,test 7,"MI2 NND(C) #04 INTEGRATION LOT_ID: 7fbbfcd1d9 has NG Rate of 0.26% at 2025-07-16 09:26:11. Total defect count is 114. Surface defect count: 87, Dimension defect count: 27. Please Check!!",b7bf6f80,test 7,SUCCESS,
2025-07-16 09:26:30,test 7,test 7,"MI2 NND(A) #06 INTEGRATION LOT_ID: ea4790d9db has NG Rate of 11.82% at 2025-07-16 09:26:22. Total defect count is 146. Surface defect count: 56, Dimension defect count: 90. Please Check!!",7466bbef,test 7,SUCCESS,
2025-07-16 09:26:40,NND alert test 1,NND alert test 1,"MI2 NND(A) #02 INTEGRATION LOT_ID: 5c6640ba68 has NG Rate of 17.29% at 2025-07-16 09:26:32. Total defect count is 100. Surface defect count: 63, Dimension defect count: 37. Please Check!!",f288769f,NND alert test 1,SUCCESS,
2025-07-16 09:31:50,test 10,test 10,"MI2 NND(A) #05 FOIL LOT_ID: 6b24c467f8 has NG Rate of 11.29% at 2025-07-16 09:31:42. Total defect count is 134. Surface defect count: 92, Dimension defect count: 42. Please Check!!",2e878b81,test 10,SUCCESS,
2025-07-16 09:32:00,test 7,test 7,"MI2 NND(A) #04 INTEGRATION LOT_ID: 7cd8860a9a has NG Rate of 13.06% at 2025-07-16 09:31:52. Total defect count is 114. Surface defect count: 96, Dimension defect count: 18. Please Check!!",829ec27f,test 7,SUCCESS,
2025-07-16 09:32:10,NND alert test 1,NND alert test 1,"MI2 NND(C) #02 FOIL LOT_ID: 0df2787fa4 has NG Rate of 11.66% at 2025-07-16 09:32:02. Total defect count is 133. Surface defect count: 74, Dimension defect count: 59. Please Check!!",0547bf93,NND alert test 1,SUCCESS,
2025-07-16 09:32:21,test 8,test 8,"MI2 NND(A) #05 FOIL LOT_ID: eb50054d8b has NG Rate of 17.82% at 2025-07-16 09:32:12. Total defect count is 97. Surface defect count: 58, Dimension defect count: 39. Please Check!!",7668d1d8,test 8,SUCCESS,
2025-07-16 09:32:31,NND alert test 3,NND alert test 3,"MI2 NND(A) #05 FOIL LOT_ID: 31089287bf has NG Rate of 10.88% at 2025-07-16 09:32:23. Total defect count is 126. Surface defect count: 66, Dimension defect count: 60. Please Check!!",bc5a1bdc,NND alert test 3,SUCCESS,
2025-07-16 09:32:43,NND alert test 1,NND alert test 1,"MI2 NND(A) #01 FOIL LOT_ID: 0a64a0b84c has NG Rate of 17.40% at 2025-07-16 09:32:33. Total defect count is 135. Surface defect count: 77, Dimension defect count: 58. Please Check!!",,,FAIL,"(1400, 'PostMessage', 'Invalid window handle.'): Message Not Sent"
2025-07-16 09:32:53,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #05 NGMARKING LOT_ID: 31d0a524bf has NG Rate of 11.48% at 2025-07-16 09:32:45. Total defect count is 112. Surface defect count: 40, Dimension defect count: 72. Please Check!!",1e7940b1,김지희 (Jihee Kim),SUCCESS,
2025-07-16 09:33:01,test 6,test 6,"MI2 NND(C) #06 FOIL LOT_ID: 2132d46835 has NG Rate of 12.64% at 2025-07-16 09:32:55. Total defect count is 123. Surface defect count: 72, Dimension defect count: 51. Please Check!!",,,FAIL,"(1400, 'PostMessage', 'Invalid window handle.'): Message Not Sent"
