Time,Chatroom(Desired),Chatroom(Opened),Message Input,Unique Code(Searched),Chatroom(Found),Status,Reason(FAIL)
2025-07-15 21:49:05,test 10,test 10,"MI2 NND(C) #02 INTEGRATION LOT_ID: 0a3930ae4e has NG Rate of 0.94% at 2025-07-15 21:48:57. Total defect count is 118. Surface defect count: 32, Dimension defect count: 86. Please Check!!",a21fca10,test 10,SUCCESS,
2025-07-15 21:49:15,NND alert test 2,NND alert test 2,"MI2 NND(C) #03 INTEGRATION LOT_ID: 6845ac5239 has NG Rate of 16.15% at 2025-07-15 21:49:07. Total defect count is 42. Surface defect count: 30, Dimension defect count: 12. Please Check!!",df1c45e3,NND alert test 2,SUCCESS,
2025-07-15 21:49:25,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #05 INTEGRATION LOT_ID: 1ba266b2f2 has NG Rate of 0.72% at 2025-07-15 21:49:17. Total defect count is 75. Surface defect count: 73, Dimension defect count: 2. Please Check!!",ccc63d82,김지희 (Jihee Kim),SUCCESS,
2025-07-15 21:49:34,NND alert test 1,NND alert test 1,"MI2 NND(A) #06 INTEGRATION LOT_ID: e2a019c5f0 has NG Rate of 19.57% at 2025-07-15 21:49:27. Total defect count is 57. Surface defect count: 44, Dimension defect count: 13. Please Check!!",c36ce624,NND alert test 1,SUCCESS,
2025-07-15 21:49:44,test 7,test 7,"MI2 NND(C) #01 FOIL LOT_ID: 23a17467fc has NG Rate of 17.77% at 2025-07-15 21:49:36. Total defect count is 169. Surface defect count: 91, Dimension defect count: 78. Please Check!!",0c6c9418,test 7,SUCCESS,
2025-07-15 21:49:54,test 6,test 6,"MI2 NND(A) #03 NGMARKING LOT_ID: 0dea45c5f4 has NG Rate of 0.69% at 2025-07-15 21:49:46. Total defect count is 110. Surface defect count: 24, Dimension defect count: 86. Please Check!!",518c7630,test 6,SUCCESS,
2025-07-15 21:50:04,test 4,test 4,"MI2 NND(C) #02 NGMARKING LOT_ID: 032d355ca2 has NG Rate of 9.29% at 2025-07-15 21:49:56. Total defect count is 147. Surface defect count: 68, Dimension defect count: 79. Please Check!!",1e53d0d8,Integrated Search,FAIL,Message Sent to Wrong Chatroom
2025-07-15 21:50:13,test 8,test 8,"MI2 NND(C) #01 INTEGRATION LOT_ID: 68a3e697cc has NG Rate of 16.91% at 2025-07-15 21:50:05. Total defect count is 145. Surface defect count: 97, Dimension defect count: 48. Please Check!!",571d7141,test 8,SUCCESS,
2025-07-15 21:50:23,test 9,test 9,"MI2 NND(A) #06 INTEGRATION LOT_ID: 3d2adccdb1 has NG Rate of 1.01% at 2025-07-15 21:50:15. Total defect count is 52. Surface defect count: 3, Dimension defect count: 49. Please Check!!",e1bdfbd3,test 9,SUCCESS,
2025-07-15 21:50:33,test 7,test 7,"MI2 NND(C) #02 NGMARKING LOT_ID: ef8df1e325 has NG Rate of 12.34% at 2025-07-15 21:50:25. Total defect count is 133. Surface defect count: 60, Dimension defect count: 73. Please Check!!",9f61e14d,test 7,SUCCESS,
2025-07-15 21:50:43,NND alert test 1,NND alert test 1,"MI2 NND(C) #06 FOIL LOT_ID: 47b00aa000 has NG Rate of 4.67% at 2025-07-15 21:50:35. Total defect count is 96. Surface defect count: 27, Dimension defect count: 69. Please Check!!",6c064643,NND alert test 1,SUCCESS,
2025-07-15 21:50:53,test 9,test 9,"MI2 NND(C) #02 FOIL LOT_ID: e37c8305e2 has NG Rate of 13.12% at 2025-07-15 21:50:45. Total defect count is 107. Surface defect count: 55, Dimension defect count: 52. Please Check!!",69b518ab,test 9,SUCCESS,
2025-07-15 21:51:02,test 10,test 10,"MI2 NND(C) #03 FOIL LOT_ID: 46eb22d5fa has NG Rate of 14.06% at 2025-07-15 21:50:55. Total defect count is 114. Surface defect count: 24, Dimension defect count: 90. Please Check!!",82a16789,test 10,SUCCESS,
2025-07-15 21:51:12,test 6,test 6,"MI2 NND(C) #03 INTEGRATION LOT_ID: aacfe1ca98 has NG Rate of 4.89% at 2025-07-15 21:51:04. Total defect count is 135. Surface defect count: 71, Dimension defect count: 64. Please Check!!",ee2e2a26,test 6,SUCCESS,
2025-07-15 21:51:22,test 8,test 8,"MI2 NND(A) #01 INTEGRATION LOT_ID: 8402019609 has NG Rate of 1.44% at 2025-07-15 21:45:41. Total defect count is 69. Surface defect count: 30, Dimension defect count: 39. Please Check!!",b8110a2f,test 8,SUCCESS,
2025-07-15 21:51:32,test 8,test 8,"MI2 NND(C) #03 INTEGRATION LOT_ID: e4815f6bcb has NG Rate of 16.18% at 2025-07-15 21:45:50. Total defect count is 104. Surface defect count: 19, Dimension defect count: 85. Please Check!!",c566ce51,test 8,SUCCESS,
2025-07-15 21:51:42,test 4,test 4,"MI2 NND(C) #06 INTEGRATION LOT_ID: c5dbef4c79 has NG Rate of 1.17% at 2025-07-15 21:46:00. Total defect count is 33. Surface defect count: 1, Dimension defect count: 32. Please Check!!",ba617ced,test 4,SUCCESS,
2025-07-15 21:51:52,NND alert test 2,NND alert test 2,"MI2 NND(C) #02 FOIL LOT_ID: fbc76d0735 has NG Rate of 14.30% at 2025-07-15 21:46:10. Total defect count is 82. Surface defect count: 12, Dimension defect count: 70. Please Check!!",ea8fe565,NND alert test 2,SUCCESS,
2025-07-15 21:52:02,test 7,test 7,"MI2 NND(C) #06 FOIL LOT_ID: 8aa4ef737b has NG Rate of 16.25% at 2025-07-15 21:46:20. Total defect count is 105. Surface defect count: 54, Dimension defect count: 51. Please Check!!",b83dc67c,test 7,SUCCESS,
2025-07-15 21:52:12,NND alert test 1,NND alert test 1,"MI2 NND(A) #03 FOIL LOT_ID: a28894b96d has NG Rate of 2.11% at 2025-07-15 21:46:30. Total defect count is 112. Surface defect count: 84, Dimension defect count: 28. Please Check!!",90038994,NND alert test 1,SUCCESS,
2025-07-15 21:52:21,NND alert test 2,NND alert test 2,"MI2 NND(C) #01 NGMARKING LOT_ID: ca11c49268 has NG Rate of 15.02% at 2025-07-15 21:46:39. Total defect count is 151. Surface defect count: 97, Dimension defect count: 54. Please Check!!",56c7e77c,NND alert test 2,SUCCESS,
2025-07-15 21:52:31,NND alert test 1,NND alert test 1,"MI2 NND(C) #06 NGMARKING LOT_ID: 52deb87e43 has NG Rate of 4.28% at 2025-07-15 21:46:49. Total defect count is 88. Surface defect count: 52, Dimension defect count: 36. Please Check!!",4758fac7,NND alert test 1,SUCCESS,
2025-07-15 21:52:41,test 5,test 5,"MI2 NND(A) #02 FOIL LOT_ID: 0a0d6cea58 has NG Rate of 4.86% at 2025-07-15 21:46:59. Total defect count is 147. Surface defect count: 76, Dimension defect count: 71. Please Check!!",84e25174,test 5,SUCCESS,
2025-07-15 21:52:51,NND alert test 2,NND alert test 2,"MI2 NND(C) #01 INTEGRATION LOT_ID: fb6854db66 has NG Rate of 7.73% at 2025-07-15 21:47:09. Total defect count is 44. Surface defect count: 35, Dimension defect count: 9. Please Check!!",75a86141,NND alert test 2,SUCCESS,
2025-07-15 21:53:01,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #01 NGMARKING LOT_ID: 27d5a4a3cb has NG Rate of 14.04% at 2025-07-15 21:47:19. Total defect count is 41. Surface defect count: 10, Dimension defect count: 31. Please Check!!",2a8dd130,Integrated Search,FAIL,Message Sent to Wrong Chatroom
2025-07-15 21:53:10,test 6,test 6,"MI2 NND(A) #04 NGMARKING LOT_ID: 825b6a2856 has NG Rate of 1.41% at 2025-07-15 21:47:29. Total defect count is 162. Surface defect count: 87, Dimension defect count: 75. Please Check!!",156ba2d7,test 6,SUCCESS,
2025-07-15 21:53:20,test 9,test 9,"MI2 NND(C) #04 NGMARKING LOT_ID: bab570484b has NG Rate of 9.41% at 2025-07-15 21:47:39. Total defect count is 43. Surface defect count: 41, Dimension defect count: 2. Please Check!!",63bf9fb2,test 9,SUCCESS,
2025-07-15 21:53:30,NND alert test 3,NND alert test 3,"MI2 NND(A) #01 FOIL LOT_ID: 7097d3e3a0 has NG Rate of 9.45% at 2025-07-15 21:47:49. Total defect count is 76. Surface defect count: 64, Dimension defect count: 12. Please Check!!",2842eac8,NND alert test 3,SUCCESS,
2025-07-15 21:53:40,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #05 FOIL LOT_ID: 220b8e2a5c has NG Rate of 3.65% at 2025-07-15 21:47:58. Total defect count is 59. Surface defect count: 7, Dimension defect count: 52. Please Check!!",426fd6e0,김지희 (Jihee Kim),SUCCESS,
2025-07-15 21:53:50,test 5,test 5,"MI2 NND(A) #03 FOIL LOT_ID: 2890570bbf has NG Rate of 12.42% at 2025-07-15 21:48:08. Total defect count is 114. Surface defect count: 73, Dimension defect count: 41. Please Check!!",84a2f52f,Integrated Search,FAIL,Message Sent to Wrong Chatroom
2025-07-15 21:53:58,test 10,test 10,"MI2 NND(A) #05 FOIL LOT_ID: 140b3476f8 has NG Rate of 19.95% at 2025-07-15 21:48:18. Total defect count is 183. Surface defect count: 98, Dimension defect count: 85. Please Check!!",9d49e705,test 10,SUCCESS,
