Time,Chatroom(Desired),Chatroom(Opened),Message Input,Unique Code(Searched),Chatroom(Found),Status,Reason(FAIL)
2025-07-15 22:46:23,test 9,test 9,"MI2 NND(A) #03 FOIL LOT_ID: 12d9eaf14f has NG Rate of 11.31% at 2025-07-15 22:46:15. Total defect count is 61. Surface defect count: 15, Dimension defect count: 46. Please Check!!",c169b12f,test 9,SUCCESS,
2025-07-15 22:51:33,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #02 FOIL LOT_ID: a4f9cf1985 has NG Rate of 12.07% at 2025-07-15 22:51:25. Total defect count is 64. Surface defect count: 16, Dimension defect count: 48. Please Check!!",feecc7c1,김지희 (Jihee Kim),SUCCESS,
2025-07-15 22:51:43,NND alert test 1,NND alert test 1,"MI2 NND(C) #04 INTEGRATION LOT_ID: 2f118e2df8 has NG Rate of 1.67% at 2025-07-15 22:51:35. Total defect count is 185. Surface defect count: 99, Dimension defect count: 86. Please Check!!",d9622fec,NND alert test 1,SUCCESS,
2025-07-15 22:51:53,NND alert test 1,NND alert test 1,"MI2 NND(C) #06 NGMARKING LOT_ID: 680ab5cf0f has NG Rate of 7.16% at 2025-07-15 22:51:45. Total defect count is 54. Surface defect count: 45, Dimension defect count: 9. Please Check!!",0d436aa6,NND alert test 1,SUCCESS,
2025-07-15 22:52:03,test 8,test 8,"MI2 NND(A) #01 INTEGRATION LOT_ID: 3e906117e3 has NG Rate of 6.04% at 2025-07-15 22:51:55. Total defect count is 115. Surface defect count: 81, Dimension defect count: 34. Please Check!!",e91cbd05,test 8,SUCCESS,
2025-07-15 22:57:13,test 5,test 5,"MI2 NND(C) #01 NGMARKING LOT_ID: 0ad56aac8b has NG Rate of 7.83% at 2025-07-15 22:57:05. Total defect count is 147. Surface defect count: 76, Dimension defect count: 71. Please Check!!",08aa7a42,test 5,SUCCESS,
2025-07-15 22:57:22,test 10,test 10,"MI2 NND(A) #05 FOIL LOT_ID: 6f883cd525 has NG Rate of 0.54% at 2025-07-15 22:57:15. Total defect count is 67. Surface defect count: 42, Dimension defect count: 25. Please Check!!",6aa186ab,test 10,SUCCESS,
2025-07-15 22:57:32,test 9,test 9,"MI2 NND(A) #06 INTEGRATION LOT_ID: e27fd55e8a has NG Rate of 11.54% at 2025-07-15 22:57:24. Total defect count is 142. Surface defect count: 47, Dimension defect count: 95. Please Check!!",58f6ce9a,test 9,SUCCESS,
2025-07-15 23:02:42,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #02 NGMARKING LOT_ID: 05d01a53b7 has NG Rate of 2.14% at 2025-07-15 23:02:34. Total defect count is 49. Surface defect count: 14, Dimension defect count: 35. Please Check!!",89a55f30,김지희 (Jihee Kim),SUCCESS,
2025-07-15 23:02:52,test 9,test 9,"MI2 NND(C) #04 FOIL LOT_ID: b77189f3aa has NG Rate of 15.23% at 2025-07-15 23:02:44. Total defect count is 82. Surface defect count: 21, Dimension defect count: 61. Please Check!!",25c6efdb,test 9,SUCCESS,
2025-07-15 23:03:02,test 7,test 7,"MI2 NND(A) #04 NGMARKING LOT_ID: dc2531e18f has NG Rate of 10.17% at 2025-07-15 23:02:54. Total defect count is 121. Surface defect count: 95, Dimension defect count: 26. Please Check!!",9457d56c,test 7,SUCCESS,
2025-07-15 23:03:12,test 7,test 7,"MI2 NND(C) #02 FOIL LOT_ID: bce244f9ae has NG Rate of 5.47% at 2025-07-15 23:03:04. Total defect count is 45. Surface defect count: 38, Dimension defect count: 7. Please Check!!",5283e62c,test 7,SUCCESS,
2025-07-15 23:03:22,test 6,test 6,"MI2 NND(A) #06 NGMARKING LOT_ID: 7c49047ad9 has NG Rate of 0.54% at 2025-07-15 23:03:14. Total defect count is 12. Surface defect count: 2, Dimension defect count: 10. Please Check!!",9e15e50e,test 6,SUCCESS,
2025-07-15 23:03:32,test 4,test 4,"MI2 NND(C) #02 INTEGRATION LOT_ID: 6a717b408a has NG Rate of 7.66% at 2025-07-15 23:03:24. Total defect count is 95. Surface defect count: 41, Dimension defect count: 54. Please Check!!",610a6f38,test 4,SUCCESS,
2025-07-15 23:03:42,test 4,test 4,"MI2 NND(A) #02 FOIL LOT_ID: 0945ac87d7 has NG Rate of 2.78% at 2025-07-15 23:03:34. Total defect count is 81. Surface defect count: 25, Dimension defect count: 56. Please Check!!",c5c0a869,test 4,SUCCESS,
2025-07-15 23:03:51,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #05 INTEGRATION LOT_ID: bf4ecd3aa2 has NG Rate of 13.08% at 2025-07-15 23:03:44. Total defect count is 66. Surface defect count: 31, Dimension defect count: 35. Please Check!!",30c4b145,김지희 (Jihee Kim),SUCCESS,
2025-07-15 23:04:01,NND alert test 2,NND alert test 2,"MI2 NND(C) #04 NGMARKING LOT_ID: 661997ede7 has NG Rate of 19.00% at 2025-07-15 23:03:53. Total defect count is 35. Surface defect count: 14, Dimension defect count: 21. Please Check!!",1f1cb6e1,NND alert test 2,SUCCESS,
2025-07-15 23:04:11,NND alert test 1,NND alert test 1,"MI2 NND(A) #06 INTEGRATION LOT_ID: 742aeca0a6 has NG Rate of 11.97% at 2025-07-15 23:04:03. Total defect count is 171. Surface defect count: 94, Dimension defect count: 77. Please Check!!",a5c818b4,NND alert test 1,SUCCESS,
2025-07-15 23:04:21,NND alert test 3,NND alert test 3,"MI2 NND(A) #02 NGMARKING LOT_ID: c4f30912b2 has NG Rate of 19.37% at 2025-07-15 23:04:13. Total defect count is 110. Surface defect count: 68, Dimension defect count: 42. Please Check!!",a1257739,NND alert test 3,SUCCESS,
2025-07-15 23:04:31,NND alert test 2,NND alert test 2,"MI2 NND(C) #01 INTEGRATION LOT_ID: f8d92e7f1c has NG Rate of 19.67% at 2025-07-15 23:04:23. Total defect count is 73. Surface defect count: 8, Dimension defect count: 65. Please Check!!",e5cd0e32,NND alert test 2,SUCCESS,
2025-07-15 23:04:41,test 6,test 6,"MI2 NND(A) #05 INTEGRATION LOT_ID: c4a468ff7f has NG Rate of 17.49% at 2025-07-15 23:04:33. Total defect count is 81. Surface defect count: 73, Dimension defect count: 8. Please Check!!",3d8720cd,test 6,SUCCESS,
2025-07-15 23:04:51,test 9,test 9,"MI2 NND(C) #04 INTEGRATION LOT_ID: 63be4ebcb1 has NG Rate of 1.17% at 2025-07-15 23:04:43. Total defect count is 169. Surface defect count: 82, Dimension defect count: 87. Please Check!!",c4c64ee3,test 9,SUCCESS,
2025-07-15 23:05:01,NND alert test 3,NND alert test 3,"MI2 NND(C) #04 FOIL LOT_ID: 22049d7182 has NG Rate of 10.29% at 2025-07-15 23:04:53. Total defect count is 117. Surface defect count: 80, Dimension defect count: 37. Please Check!!",fa6de932,NND alert test 3,SUCCESS,
2025-07-15 23:05:11,test 7,test 7,"MI2 NND(C) #05 NGMARKING LOT_ID: a3aed55aad has NG Rate of 4.29% at 2025-07-15 23:05:03. Total defect count is 67. Surface defect count: 43, Dimension defect count: 24. Please Check!!",6267ab43,test 7,SUCCESS,
2025-07-15 23:05:20,test 5,test 5,"MI2 NND(A) #02 FOIL LOT_ID: 73e72f1982 has NG Rate of 16.12% at 2025-07-15 23:05:13. Total defect count is 103. Surface defect count: 34, Dimension defect count: 69. Please Check!!",e572ba29,test 5,SUCCESS,
2025-07-15 23:05:30,NND alert test 3,NND alert test 3,"MI2 NND(C) #03 FOIL LOT_ID: 9451660bea has NG Rate of 3.43% at 2025-07-15 23:05:22. Total defect count is 81. Surface defect count: 70, Dimension defect count: 11. Please Check!!",559034ba,NND alert test 3,SUCCESS,
2025-07-15 23:05:40,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #03 INTEGRATION LOT_ID: 6fef5d4305 has NG Rate of 5.75% at 2025-07-15 23:05:32. Total defect count is 119. Surface defect count: 52, Dimension defect count: 67. Please Check!!",ed8583e5,김지희 (Jihee Kim),SUCCESS,
2025-07-15 23:05:50,test 7,test 7,"MI2 NND(A) #05 INTEGRATION LOT_ID: 77ba38b01d has NG Rate of 5.88% at 2025-07-15 23:05:42. Total defect count is 39. Surface defect count: 9, Dimension defect count: 30. Please Check!!",322db44c,test 7,SUCCESS,
2025-07-15 23:06:00,test 9,test 9,"MI2 NND(C) #06 FOIL LOT_ID: 77c8351289 has NG Rate of 0.81% at 2025-07-15 23:05:52. Total defect count is 24. Surface defect count: 19, Dimension defect count: 5. Please Check!!",9c429405,test 9,SUCCESS,
2025-07-15 23:11:10,NND alert test 3,NND alert test 3,"MI2 NND(A) #01 INTEGRATION LOT_ID: f6fae2592f has NG Rate of 0.77% at 2025-07-15 23:11:02. Total defect count is 102. Surface defect count: 59, Dimension defect count: 43. Please Check!!",e8a8bb76,NND alert test 3,SUCCESS,
2025-07-15 23:11:20,NND alert test 1,NND alert test 1,"MI2 NND(A) #01 INTEGRATION LOT_ID: 120dddbc52 has NG Rate of 2.66% at 2025-07-15 23:11:12. Total defect count is 150. Surface defect count: 73, Dimension defect count: 77. Please Check!!",32957af9,NND alert test 1,SUCCESS,
2025-07-15 23:11:30,test 6,test 6,"MI2 NND(A) #03 FOIL LOT_ID: 4bef497c81 has NG Rate of 1.47% at 2025-07-15 23:11:22. Total defect count is 166. Surface defect count: 82, Dimension defect count: 84. Please Check!!",fa5c5764,test 6,SUCCESS,
2025-07-15 23:11:40,test 7,test 7,"MI2 NND(A) #03 INTEGRATION LOT_ID: 9f4a80e281 has NG Rate of 15.90% at 2025-07-15 23:11:32. Total defect count is 125. Surface defect count: 51, Dimension defect count: 74. Please Check!!",5a97f5f6,test 7,SUCCESS,
2025-07-15 23:11:50,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #04 FOIL LOT_ID: 67b927e555 has NG Rate of 0.32% at 2025-07-15 23:11:42. Total defect count is 81. Surface defect count: 53, Dimension defect count: 28. Please Check!!",3ab36d90,김지희 (Jihee Kim),SUCCESS,
2025-07-15 23:11:59,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #01 NGMARKING LOT_ID: 650326cefa has NG Rate of 9.74% at 2025-07-15 23:11:52. Total defect count is 56. Surface defect count: 8, Dimension defect count: 48. Please Check!!",6be081a0,김지희 (Jihee Kim),SUCCESS,
2025-07-15 23:12:09,test 10,test 10,"MI2 NND(C) #06 INTEGRATION LOT_ID: 74dacb3041 has NG Rate of 1.39% at 2025-07-15 23:12:01. Total defect count is 89. Surface defect count: 11, Dimension defect count: 78. Please Check!!",6e0c73a9,test 10,SUCCESS,
2025-07-15 23:12:19,NND alert test 1,NND alert test 1,"MI2 NND(A) #02 NGMARKING LOT_ID: a52fd37c3a has NG Rate of 5.69% at 2025-07-15 23:12:11. Total defect count is 151. Surface defect count: 84, Dimension defect count: 67. Please Check!!",7e0723f6,NND alert test 1,SUCCESS,
2025-07-15 23:12:29,NND alert test 3,NND alert test 3,"MI2 NND(A) #04 NGMARKING LOT_ID: 89309bf6ac has NG Rate of 3.41% at 2025-07-15 23:12:21. Total defect count is 96. Surface defect count: 63, Dimension defect count: 33. Please Check!!",5bc2358e,NND alert test 3,SUCCESS,
2025-07-15 23:12:39,test 10,test 10,"MI2 NND(A) #03 NGMARKING LOT_ID: b38a35a79b has NG Rate of 1.24% at 2025-07-15 23:12:31. Total defect count is 14. Surface defect count: 8, Dimension defect count: 6. Please Check!!",e48bda63,test 10,SUCCESS,
2025-07-15 23:17:49,NND alert test 2,NND alert test 2,"MI2 NND(A) #02 INTEGRATION LOT_ID: dbef43df78 has NG Rate of 14.76% at 2025-07-15 23:17:41. Total defect count is 119. Surface defect count: 86, Dimension defect count: 33. Please Check!!",ad34e880,NND alert test 2,SUCCESS,
2025-07-15 23:17:59,NND alert test 2,NND alert test 2,"MI2 NND(A) #06 FOIL LOT_ID: e4c68d7728 has NG Rate of 12.86% at 2025-07-15 23:17:51. Total defect count is 125. Surface defect count: 38, Dimension defect count: 87. Please Check!!",a0874a41,NND alert test 2,SUCCESS,
2025-07-15 23:18:09,test 8,test 8,"MI2 NND(C) #01 FOIL LOT_ID: 7aa02599aa has NG Rate of 9.12% at 2025-07-15 23:18:01. Total defect count is 10. Surface defect count: 5, Dimension defect count: 5. Please Check!!",4f204f95,test 8,SUCCESS,
